,neg,pos
studyingabroad,1.0,
stuf,7.0,6.0
stuff,85.0,68.0
stuffan,1.0,
stuffi,2.0,1.0
stuggl,,1.0
stultifi,,1.0
stumbl,32.0,23.0
stump,3.0,2.0
stun,25.0,58.0
stung,2.0,2.0
stunk,1.0,
stunner,,2.0
stunt,36.0,27.0
stuntbutt,1.0,
stuntman,1.0,1.0
stuntwoman,1.0,
stupefi,6.0,1.0
stupend,1.0,1.0
stupid,180.0,34.0
stupidass,1.0,
stupidest,5.0,1.0
stupidfun,,1.0
stupor,2.0,1.0
sturdi,1.0,3.0
sturm,,1.0
stus,1.0,
stutter,5.0,2.0
stygian,,1.0
style,102.0,123.0
styleless,1.0,
stylewis,1.0,
stylish,17.0,20.0
stylist,8.0,16.0
styliz,1.0,6.0
stymi,1.0,1.0
styrofoam,1.0,
su,1.0,3.0
suaku,1.0,
suarez,1.0,
suav,5.0,9.0
suaveasev,1.0,
sub,5.0,4.0
subconsci,4.0,3.0
subcontin,,1.0
subcultur,1.0,1.0
subdesarrollo,,1.0
subdu,9.0,6.0
subduedand,,1.0
subgenr,4.0,8.0
subhuman,,1.0
subinspir,1.0,
subject,66.0,93.0
subjectmatt,,1.0
subjug,,2.0
sublead,,1.0
sublim,3.0,3.0
sublimin,2.0,1.0
submarin,2.0,14.0
submediocr,1.0,
submerg,2.0,4.0
submiss,1.0,1.0
submit,4.0,
subordin,1.0,4.0
subpar,6.0,
subplot,102.0,40.0
subroad,1.0,
subscrib,1.0,4.0
subscript,1.0,
subsequ,15.0,16.0
subservi,1.0,1.0
subsidi,,1.0
subsidiari,1.0,2.0
subsist,1.0,
subsnl,1.0,
substanc,33.0,21.0
substandard,3.0,1.0
substant,,3.0
substanti,6.0,12.0
substitut,6.0,6.0
substori,1.0,
subsum,,1.0
subt,1.0,6.0
subterfug,,2.0
subtext,2.0,
subthem,,2.0
subtitl,9.0,17.0
subtl,16.0,68.0
subtler,,1.0
subtleti,13.0,19.0
subtley,,1.0
subtlti,,1.0
subtract,2.0,
suburb,2.0,6.0
suburban,2.0,8.0
suburbia,3.0,
subvers,3.0,4.0
subvert,3.0,1.0
subway,13.0,4.0
succeed,45.0,72.0
success,145.0,193.0
successfuli,,1.0
successor,2.0,7.0
succinct,2.0,
succumb,4.0,8.0
sucess,,2.0
such,418.0,457.0
suchet,3.0,
suck,47.0,19.0
sucker,7.0,4.0
suckingout,1.0,
suckup,1.0,
suction,1.0,
sudan,1.0,
suddden,1.0,
sudden,68.0,68.0
suddeth,1.0,
sue,2.0,12.0
suffer,60.0,77.0
suffic,11.0,11.0
suffici,5.0,4.0
suffoc,,4.0
suffus,1.0,
sugar,1.0,9.0
sugarco,,1.0
sugari,3.0,1.0
sugarish,,1.0
sugarland,,1.0
sugarplum,,1.0
sugerco,,1.0
suggest,41.0,65.0
sugiyama,,7.0
sugiyana,,1.0
suicid,43.0,32.0
suicidebad,1.0,
suit,59.0,45.0
suitabl,14.0,16.0
suitandti,,2.0
suitcas,3.0,
suitor,2.0,4.0
sulaco,,3.0
sulfur,1.0,
sulk,1.0,1.0
sullen,4.0,3.0
sulli,1.0,
sullivan,,3.0
sultan,1.0,
sultri,9.0,6.0
sulu,,2.0
sum,22.0,16.0
summa,,1.0
summar,4.0,4.0
summari,4.0,5.0
summat,,2.0
summer,127.0,105.0
summertim,,1.0
summit,1.0,
summon,6.0,5.0
sumo,1.0,
sumptuous,2.0,7.0
sumptuouslook,1.0,
sun,21.0,16.0
sunbath,,2.0
sunburn,1.0,
sunda,,1.0
sundanc,1.0,8.0
sunday,13.0,14.0
sunder,,1.0
sundown,1.0,
sung,1.0,4.0
sunglass,4.0,6.0
sunhil,2.0,
sunk,8.0,6.0
sunken,1.0,3.0
sunlight,5.0,3.0
sunlit,,1.0
sunni,2.0,14.0
sunnybrook,1.0,
sunris,6.0,5.0
sunrisesuck,1.0,
sunset,2.0,2.0
sunshin,2.0,1.0
sunte,1.0,
suntim,1.0,
suo,,4.0
suong,,2.0
super,11.0,11.0
superag,1.0,1.0
superb,15.0,51.0
superbl,2.0,11.0
superblyr,,1.0
superbookstor,,1.0
supercili,,1.0
supercod,1.0,
supercomput,1.0,1.0
supercop,3.0,7.0
supercyph,1.0,
superdemon,1.0,
superencrypt,1.0,
supererogatori,,1.0
superfam,1.0,
superfici,22.0,15.0
superfl,,1.0
superflu,9.0,6.0
superfreak,1.0,
supergenius,,1.0
superglu,2.0,
superhero,19.0,10.0
superheroact,1.0,
superhuman,4.0,4.0
superhyp,1.0,
superimp,,1.0
superimpos,1.0,1.0
superintellig,2.0,
superior,54.0,26.0
superjudgment,,1.0
superlight,1.0,
superman,3.0,5.0
supermarket,2.0,7.0
supermodel,7.0,1.0
supermodellevel,1.0,
supermushi,1.0,
supernatur,10.0,11.0
supernaturalentityfallsinlovewithgirl,,1.0
supernaturalentitytakesoverboysbodi,,1.0
supernova,11.0,
superorgasm,1.0,
superpoliceman,1.0,
superpow,2.0,
superrich,1.0,
supersecret,1.0,1.0
supersed,,3.0
superseventi,,1.0
supersmart,2.0,
supersoldi,1.0,
superstar,1.0,7.0
superstardom,1.0,
superstit,1.0,1.0
supertech,,1.0
supervillain,1.0,
supervirus,1.0,
supervis,5.0,2.0
supervisor,2.0,7.0
superweapon,1.0,
suple,,1.0
suppl,1.0,
supplant,,1.0
supplement,,1.0
suppli,17.0,12.0
supplier,,1.0
supplot,1.0,
supplytrad,,1.0
suppoos,,1.0
support,93.0,167.0
suppos,266.0,98.0
supposedlyintellectu,1.0,
suppress,3.0,1.0
suprem,5.0,10.0
supremaci,1.0,1.0
supremacist,1.0,
supress,,1.0
supris,2.0,2.0
sur,1.0,
sure,212.0,215.0
sured,,1.0
surefir,2.0,
surehand,,2.0
surf,4.0,5.0
surfac,26.0,30.0
surfeit,,1.0
surfer,1.0,6.0
surg,2.0,2.0
surgeon,4.0,5.0
surgeri,5.0,7.0
surgic,1.0,1.0
suri,1.0,
surley,1.0,
surmis,1.0,3.0
surpass,5.0,14.0
surplus,1.0,
surpris,177.0,271.0
surprisinglyresili,,1.0
surreal,12.0,22.0
surrealist,4.0,8.0
surrend,3.0,8.0
surreptiti,,1.0
surrog,6.0,5.0
surround,21.0,51.0
surveil,3.0,3.0
survey,5.0,2.0
surviv,55.0,59.0
survivor,14.0,29.0
susan,13.0,19.0
suscept,3.0,1.0
suschitzki,,1.0
susi,,1.0
suspect,56.0,77.0
suspen,1.0,
suspend,6.0,11.0
suspens,96.0,92.0
suspensefil,,1.0
suspensehorror,,1.0
suspenseless,2.0,
suspensesci,,1.0
suspensethril,1.0,
suspensor,1.0,
suspici,15.0,13.0
suspicion,7.0,5.0
suspiria,,1.0
suss,1.0,
sustain,13.0,6.0
susten,,3.0
sutherland,25.0,6.0
sutra,1.0,
sutton,1.0,2.0
sutur,,1.0
suvari,12.0,2.0
suverov,,1.0
suviv,,1.0
suzann,,10.0
suzi,15.0,13.0
sverak,,2.0
sw,5.0,
swagger,2.0,2.0
swain,,1.0
swallow,11.0,8.0
swamp,3.0,7.0
swampi,,1.0
swan,8.0,3.0
swanbeck,,1.0
swank,,2.0
swanki,1.0,
swanson,2.0,2.0
swansong,1.0,
swap,2.0,
swarm,5.0,7.0
swarthi,,1.0
swash,1.0,
swashbuck,1.0,
swashbuckl,3.0,4.0
swastica,,1.0
swastika,,2.0
swat,2.0,2.0
sway,3.0,4.0
swayz,5.0,
swear,14.0,13.0
sweat,8.0,1.0
sweater,1.0,2.0
sweathog,,1.0
sweati,4.0,6.0
sweatliter,1.0,
sweatshirt,,1.0
swede,1.0,
sweden,2.0,2.0
swedish,1.0,1.0
sweeney,3.0,3.0
sweep,8.0,19.0
sweepstak,1.0,
sweet,40.0,91.0
sweetback,,30.0
sweeteeri,,1.0
sweeten,,2.0
sweetest,2.0,4.0
sweetheart,13.0,6.0
sweetnatur,2.0,1.0
swell,8.0,5.0
swept,5.0,4.0
swerv,1.0,
swift,6.0,4.0
swigert,,1.0
swill,3.0,
swim,13.0,10.0
swimmer,,3.0
swindl,1.0,1.0
swindler,1.0,1.0
swing,10.0,13.0
swingdanc,,1.0
swinger,3.0,11.0
swinton,,6.0
swipe,1.0,5.0
swirl,3.0,1.0
swish,1.0,1.0
swiss,3.0,1.0
switch,19.0,22.0
switchback,11.0,
switchblad,,1.0
switzerland,1.0,1.0
swoon,2.0,2.0
swoop,3.0,1.0
swoosi,2.0,
sword,16.0,18.0
swordfight,,1.0
swordfish,6.0,1.0
swordplay,5.0,
swordsman,1.0,1.0
swordwield,,2.0
swore,3.0,1.0
sworn,3.0,2.0
sycoph,,1.0
syd,5.0,12.0
sydney,3.0,2.0
sydni,1.0,
sydow,1.0,3.0
syke,2.0,1.0
sylvest,14.0,8.0
sylvi,2.0,1.0
sylvia,1.0,2.0
symbol,17.0,41.0
symbolis,1.0,1.0
symbolist,1.0,
sympath,10.0,13.0
sympathet,24.0,29.0
sympathi,13.0,16.0
sympathis,1.0,1.0
symphoni,1.0,1.0
symptom,,4.0
symptomat,1.0,2.0
synaps,,1.0
sync,2.0,2.0
synch,1.0,
synchron,2.0,6.0
synchronis,,1.0
syndic,,2.0
syndrom,9.0,10.0
synergi,1.0,1.0
synonym,,1.0
synops,1.0,
synopsi,24.0,22.0
synth,1.0,
synthes,1.0,1.0
synthesi,,1.0
synthet,3.0,
syrup,3.0,
system,32.0,53.0
systemat,4.0,4.0
sytabl,,1.0
szabo,,2.0
szubanski,2.0,1.0
ta,3.0,3.0
tab,,1.0
tabasco,1.0,
tabio,,1.0
tabl,24.0,22.0
tablet,1.0,
tabloid,3.0,7.0
tabloidfodd,,1.0
tabloidish,,1.0
taboo,1.0,4.0
taboosmash,1.0,
tac,,1.0
tachomet,1.0,
taciturn,2.0,1.0
tack,3.0,9.0
tackedon,1.0,2.0
tacki,6.0,1.0
tackl,7.0,17.0
tackyana,1.0,
taco,3.0,1.0
tact,,1.0
tactic,12.0,9.0
tad,2.0,20.0
tadtoolong,,1.0
tafkap,1.0,
tag,8.0,17.0
tagalong,,1.0
tagawa,2.0,
taggart,,1.0
taggert,2.0,
taglin,6.0,8.0
tagteam,1.0,
taguchi,,3.0
taho,,1.0
tai,,1.0
tail,5.0,2.0
tailor,4.0,4.0
tailormad,,1.0
tainer,1.0,
tainsi,,1.0
taint,2.0,2.0
taiwan,3.0,
taiwanes,1.0,
take,565.0,686.0
takei,,2.0
takeitorleaveit,,1.0
taken,74.0,87.0
takenaka,,2.0
takenocrap,1.0,1.0
takenoprison,,1.0
takeoff,4.0,2.0
takeov,1.0,1.0
taker,1.0,
takeshi,1.0,2.0
takethemoneyand,1.0,
talal,,2.0
talbot,1.0,
tale,54.0,122.0
talent,189.0,133.0
talentchalleng,1.0,
talentimpair,1.0,
talentless,4.0,
taleth,1.0,
talia,1.0,1.0
talk,194.0,139.0
talkat,1.0,4.0
talker,,1.0
talki,5.0,2.0
talkin,1.0,1.0
talkingdirectlyintothecameraschtick,,1.0
talkinghead,,1.0
talkshow,1.0,2.0
tall,19.0,10.0
taller,1.0,
talli,2.0,
talmud,,3.0
talon,5.0,
tam,,2.0
tamara,1.0,3.0
tambor,3.0,
tame,11.0,5.0
tamiyo,,2.0
tamlyn,1.0,
tammi,1.0,4.0
tamora,,4.0
tamper,2.0,2.0
tampon,1.0,1.0
tampopo,,1.0
tamuera,1.0,
tan,2.0,4.0
tandem,1.0,1.0
tandi,,7.0
tang,,2.0
tangent,3.0,
tangenti,3.0,1.0
tangibl,1.0,
tangienti,1.0,
tangl,3.0,2.0
tangledup,1.0,
tango,17.0,9.0
tania,,1.0
tank,7.0,7.0
tanker,7.0,
tankprison,1.0,
tanktop,,1.0
tannek,1.0,
tanner,,1.0
tant,,1.0
tantal,1.0,2.0
tantamount,,1.0
tantoo,,1.0
tantor,,2.0
tantric,,2.0
tantrum,1.0,4.0
tao,,1.0
tap,3.0,8.0
tape,22.0,20.0
taper,,1.0
tapert,,2.0
tapestri,1.0,1.0
tapetofilm,,1.0
tapeworship,,1.0
tapioca,2.0,
tappan,,5.0
tara,2.0,2.0
taraji,,1.0
tarantino,17.0,64.0
tarantinoish,1.0,
tarantinolook,1.0,
tarantinorobert,1.0,
tarantula,4.0,
tardi,1.0,1.0
tardio,1.0,
target,42.0,46.0
tarheel,1.0,
tariq,,1.0
tarkovskian,,1.0
tarlov,,1.0
tarnish,2.0,2.0
tarp,1.0,
tart,4.0,1.0
tarvel,1.0,
tarzan,49.0,54.0
tasha,1.0,1.0
task,37.0,39.0
tasmania,2.0,
tassel,,2.0
tast,36.0,29.0
tasteless,5.0,6.0
taster,,1.0
tasti,2.0,2.0
tate,,9.0
tati,,7.0
tatoo,1.0,2.0
tatooin,3.0,11.0
tatopoulo,7.0,
tatopouloss,1.0,
tatter,1.0,1.0
tattoo,8.0,3.0
tatum,2.0,1.0
tatyana,2.0,
taught,5.0,9.0
taunt,4.0,4.0
taupin,,1.0
taut,2.0,5.0
tautou,,1.0
tavern,1.0,
tavington,,4.0
tavoulari,,1.0
tawdri,2.0,3.0
tax,7.0,14.0
taxat,,1.0
taxi,3.0,17.0
taxpay,,1.0
tay,5.0,5.0
taylor,33.0,16.0
taylorthoma,,1.0
taymor,,4.0
tbird,1.0,2.0
tbwp,,4.0
tcheki,3.0,2.0
tcs,1.0,
tea,8.0,8.0
teach,26.0,30.0
teacher,34.0,43.0
teacherstud,,1.0
team,107.0,91.0
teammat,4.0,3.0
teamup,,1.0
teamwork,2.0,
teapot,,1.0
tear,26.0,24.0
teari,1.0,1.0
tearjerk,1.0,6.0
tearyey,1.0,
teas,8.0,4.0
teaser,1.0,2.0
teaspoon,1.0,
tech,1.0,5.0
techi,3.0,
technic,32.0,53.0
technician,6.0,2.0
technicolor,2.0,5.0
techniqu,13.0,22.0
techno,3.0,5.0
technobabbl,,1.0
technolog,21.0,42.0
technothril,,1.0
teckoh,1.0,
tecton,7.0,
ted,13.0,26.0
teddi,5.0,2.0
tedious,25.0,7.0
tedium,8.0,
tee,1.0,1.0
teeit,1.0,
teem,1.0,
teen,82.0,45.0
teenaccess,,1.0
teenag,98.0,65.0
teenagersthough,1.0,
teenagetarget,,1.0
teencomedi,,1.0
teendomin,,1.0
teensi,1.0,
teenspeak,,1.0
teenstyl,,1.0
teentarget,,1.0
teenybopp,1.0,
teeshirt,1.0,2.0
teeter,1.0,5.0
teetertott,,1.0
teeth,13.0,11.0
tel,,1.0
telecast,1.0,
telecommun,1.0,1.0
telefix,1.0,
telegram,1.0,
telegraph,7.0,3.0
telekinesi,1.0,
telekinet,2.0,1.0
telemarket,1.0,
telemovi,1.0,
telepath,3.0,3.0
telephon,3.0,5.0
telephonetout,1.0,
teleplay,,1.0
teleport,,1.0
teleprompt,1.0,1.0
telescop,2.0,1.0
televis,62.0,87.0
tell,239.0,272.0
tellallshowal,,1.0
teller,1.0,1.0
telli,,1.0
tellitlik,,1.0
telltal,1.0,
temer,,1.0
temp,,4.0
temper,3.0,11.0
temperament,,3.0
temperatur,3.0,1.0
tempest,,1.0
tempestu,1.0,
templ,2.0,12.0
templar,,2.0
templeton,,2.0
tempo,2.0,2.0
tempor,,1.0
temporari,1.0,2.0
temporarili,1.0,4.0
tempt,10.0,7.0
temptat,5.0,7.0
temptress,2.0,1.0
ten,64.0,33.0
tenaci,,2.0
tenant,4.0,3.0
tend,18.0,38.0
tendanc,,1.0
tendenc,8.0,9.0
tender,4.0,15.0
tenderd,,1.0
tenebra,,10.0
tenement,3.0,
tenet,,1.0
tenko,,1.0
tenley,6.0,
tenminut,3.0,1.0
tennant,,1.0
tennesse,,3.0
tenni,,1.0
tennill,1.0,
tenor,,1.0
tenplus,1.0,
tens,12.0,27.0
tensi,1.0,
tension,48.0,54.0
tensiona,,1.0
tensionfil,1.0,
tent,2.0,5.0
tentacl,2.0,1.0
tentat,,5.0
tenth,2.0,3.0
tenuous,2.0,2.0
tenur,1.0,1.0
tepid,7.0,1.0
tequila,1.0,2.0
terel,5.0,
terenc,3.0,4.0
teresa,3.0,
teri,4.0,6.0
teriff,,1.0
terk,,4.0
terl,13.0,
term,38.0,48.0
termin,35.0,31.0
terminatorlik,1.0,
terminolog,1.0,
terminus,,1.0
termit,,1.0
terra,1.0,1.0
terrac,1.0,1.0
terraform,3.0,
terrain,3.0,3.0
terranc,,1.0
terrarium,,1.0
terrenc,4.0,4.0
terrestri,,1.0
terri,38.0,21.0
terribl,106.0,31.0
terribleoccasion,1.0,
terriblyplot,1.0,
terrier,1.0,
terrif,12.0,73.0
terrifi,18.0,23.0
territori,16.0,10.0
terror,30.0,44.0
terrorfi,,1.0
terroris,1.0,1.0
terrorist,27.0,34.0
terrribl,1.0,
ters,2.0,1.0
test,44.0,42.0
testament,2.0,15.0
testi,1.0,
testicl,1.0,4.0
testicular,,1.0
testifi,,2.0
testimoni,2.0,4.0
testosteron,2.0,4.0
testosteroneoverdos,1.0,
tetsuoth,1.0,
tex,1.0,
texa,21.0,16.0
texan,,5.0
texasmexico,,1.0
texmex,,1.0
text,8.0,12.0
textbook,6.0,4.0
textual,,1.0
textur,3.0,10.0
th,53.0,56.0
thaddeus,3.0,
thade,3.0,2.0
thai,,8.0
thaiborn,,1.0
thailand,2.0,5.0
thame,1.0,
thandi,5.0,3.0
thang,1.0,1.0
thank,62.0,102.0
thankless,5.0,5.0
thanksgiv,3.0,2.0
thatenergi,1.0,
thatll,6.0,7.0
thcenturi,,2.0
theaten,,1.0
theater,103.0,121.0
theaterand,,1.0
theatergo,1.0,
theatr,35.0,26.0
theatreshak,1.0,
theatric,23.0,34.0
thebroadwaymus,,1.0
thee,1.0,1.0
theft,5.0,1.0
thefugit,,1.0
thelastdaysofdisco,1.0,
thelionk,,1.0
thelma,,1.0
themat,2.0,18.0
theme,52.0,105.0
themselv,77.0,115.0
thenardi,,2.0
thenh,1.0,
thenreign,,1.0
thentechnolog,,1.0
thenunknown,,2.0
theo,4.0,
theodor,,3.0
theolog,2.0,3.0
theologian,,1.0
theorem,,1.0
theoret,,1.0
theoretician,,1.0
theori,30.0,21.0
theorist,,3.0
theoriz,,2.0
thequest,1.0,
therapeut,1.0,
therapi,2.0,10.0
therapist,5.0,7.0
thereaft,8.0,5.0
therebi,5.0,11.0
theredur,1.0,
therefor,29.0,31.0
therein,,3.0
theremindriven,,1.0
thereof,3.0,4.0
theresa,21.0,7.0
theretwo,1.0,
thereus,,1.0
thermia,,1.0
thermian,2.0,2.0
thermonuclear,,1.0
theron,18.0,5.0
theroux,1.0,
thesi,1.0,5.0
thespian,6.0,2.0
thetop,,1.0
thewli,5.0,2.0
theyd,8.0,2.0
theyll,19.0,12.0
theymightbecaught,,1.0
theyr,186.0,115.0
theyv,19.0,18.0
thhour,1.0,
thi,,3.0
thick,10.0,9.0
thickblad,1.0,
thicken,3.0,2.0
thicker,1.0,1.0
thicket,,1.0
thickhead,1.0,
thickwit,,1.0
thief,19.0,13.0
thiefth,1.0,
thierri,2.0,2.0
thiessen,,1.0
thiev,7.0,5.0
thieveri,,1.0
thigh,1.0,1.0
thin,48.0,45.0
thing,604.0,537.0
thingabout,1.0,
thingamajig,1.0,
thingi,2.0,
thingnot,1.0,
thingsa,1.0,
thingsnielsenboost,,1.0
thingsstart,,1.0
thingstea,,1.0
thingth,,2.0
think,413.0,347.0
thinker,,1.0
thinkif,,1.0
thinlook,1.0,
thinnest,1.0,1.0
third,60.0,59.0
thirdperson,,1.0
thirdrat,4.0,
thirdstr,1.0,
thirst,2.0,5.0
thirsti,1.0,
thirteen,1.0,12.0
thirteenth,6.0,16.0
thirteeth,,1.0
thirti,28.0,14.0
thirtyeight,,1.0
thirtyf,1.0,1.0
thirtyfoot,1.0,
thirtyminut,1.0,
thirtysometh,,2.0
thirtytoo,1.0,
thirtyyear,,1.0
thirtyyearold,1.0,1.0
thisclosefromdeath,1.0,
thiscouldbeyou,1.0,
thisi,,1.0
thisiswhatwethinkkidswanttohear,,1.0
thisll,,1.0
thisobviouslycostalotsoyouknow,1.0,
thiss,1.0,
thivisol,,2.0
thom,,1.0
thoma,38.0,27.0
thomass,,1.0
thompson,21.0,12.0
thompsonbas,,1.0
thong,1.0,
thor,1.0,
thora,,7.0
thorn,2.0,2.0
thorni,,1.0
thornton,6.0,13.0
thoroug,1.0,
thorough,31.0,25.0
thoroughlymodern,,1.0
thorton,,3.0
thorugh,1.0,
those,329.0,371.0
thou,2.0,2.0
though,312.0,347.0
thought,175.0,147.0
thoughtless,2.0,1.0
thoughtprovok,6.0,17.0
thoughwahlberg,1.0,
thousand,23.0,23.0
thrash,2.0,2.0
thrax,3.0,
thread,10.0,6.0
threadeach,,1.0
threat,14.0,28.0
threaten,33.0,36.0
three,212.0,215.0
threeact,,1.0
threeday,2.0,1.0
threedigit,,1.0
threedimension,3.0,4.0
threefold,,1.0
threehour,1.0,
threehourtearfest,,1.0
threeminut,1.0,1.0
threeperson,1.0,
threepiec,1.0,
threeplus,,1.0
threequart,3.0,1.0
threesom,1.0,2.0
threestar,1.0,2.0
threethousand,,1.0
threetim,1.0,
threeway,1.0,2.0
threeweek,,1.0
threeyear,,3.0
threeyearold,1.0,
threshold,2.0,
threw,1.0,3.0
thrift,1.0,
thriftili,1.0,
thrill,47.0,61.0
thrillaminut,1.0,
thriller,118.0,85.0
thrillerw,1.0,
thrillrid,1.0,3.0
thrillseek,1.0,
thrillshot,1.0,
thrive,1.0,4.0
throat,10.0,9.0
throati,,1.0
throb,1.0,
throe,2.0,
throghout,1.0,
throne,6.0,6.0
throttl,1.0,
through,393.0,411.0
throughout,81.0,133.0
throughouteras,1.0,
throw,87.0,45.0
throwaway,12.0,9.0
throwback,1.0,
thrower,1.0,
throwingup,1.0,
thrown,44.0,37.0
throwtogeth,1.0,
thru,9.0,2.0
thrust,2.0,11.0
thud,2.0,
thug,14.0,14.0
thuggish,,2.0
thulin,3.0,
thumb,12.0,4.0
thumbsuck,1.0,
thump,1.0,1.0
thunder,9.0,4.0
thunderlip,,1.0
thunk,1.0,
thurgood,3.0,
thurl,1.0,
thurman,18.0,14.0
thurmand,1.0,
thurough,,1.0
thurral,1.0,
thursday,1.0,2.0
thus,41.0,48.0
thusli,1.0,1.0
thw,,1.0
thwart,8.0,1.0
thx,1.0,
thyme,1.0,
thyself,,1.0
tian,,1.0
tibb,,16.0
tiberius,2.0,
tibet,2.0,
tibetan,,2.0
tic,1.0,3.0
tick,8.0,5.0
ticker,1.0,1.0
ticket,20.0,29.0
ticki,1.0,
tickingclock,1.0,
tickl,2.0,2.0
ticoton,,1.0
tidal,3.0,2.0
tidbit,4.0,3.0
tide,,8.0
tidi,3.0,6.0
tidyman,,1.0
tie,25.0,28.0
tiein,4.0,2.0
tienn,1.0,
tier,1.0,3.0
tierney,1.0,3.0
tieup,1.0,
tiff,2.0,2.0
tiffani,7.0,1.0
tiffaniamb,,1.0
tiger,5.0,7.0
tigerland,3.0,
tigher,1.0,
tight,25.0,28.0
tightbudget,1.0,
tighten,2.0,3.0
tighter,2.0,5.0
tightest,,1.0
tightfit,3.0,
tightjaw,1.0,
tightknit,1.0,
tightlip,1.0,
tightlyedit,1.0,
tightlywound,,1.0
tightrop,,1.0
til,3.0,1.0
tilda,,3.0
tile,1.0,2.0
till,12.0,22.0
tilli,4.0,1.0
tillman,,3.0
tilt,3.0,
tiltowhirl,1.0,
tilvern,,1.0
tim,55.0,54.0
timber,1.0,
timberland,,1.0
time,963.0,1050.0
timebomb,1.0,
timeconserv,,1.0
timeconstrain,,1.0
timeconsum,,1.0
timecop,1.0,
timedefi,1.0,
timefil,1.0,
timefram,1.0,
timehonor,,1.0
timekil,1.0,
timelaps,,1.0
timeless,4.0,7.0
timeli,,1.0
timelin,,4.0
timemachin,,1.0
timer,3.0,
timetitan,,1.0
timetotim,3.0,1.0
timetravel,,3.0
timid,2.0,6.0
timingori,,1.0
timmond,2.0,
timo,,1.0
timon,,2.0
timor,,1.0
timothi,8.0,6.0
tin,7.0,6.0
tina,6.0,1.0
tinder,,1.0
ting,1.0,5.0
tingl,11.0,3.0
tingwel,,1.0
tini,14.0,22.0
tinier,,2.0
tiniest,,1.0
tinker,3.0,
tinkertoy,1.0,
tinkl,1.0,
tinseltown,,3.0
tint,,7.0
tinto,2.0,
tip,7.0,11.0
tippi,1.0,
tipsi,1.0,
tipto,,3.0
tirad,1.0,3.0
tire,44.0,22.0
tired,,2.0
tireless,1.0,1.0
tiresom,19.0,7.0
tiriel,,1.0
tish,,2.0
tissu,2.0,1.0
tit,1.0,1.0
titan,15.0,54.0
titanicbuff,,1.0
titanicfev,1.0,
titaniclik,1.0,
titanictyp,,1.0
titanium,,1.0
tith,,1.0
titil,6.0,5.0
titl,121.0,115.0
titlefirst,,1.0
titleit,1.0,
tito,,1.0
titta,,2.0
titti,1.0,3.0
titular,7.0,3.0
titus,5.0,4.0
titusandronicus,,1.0
tm,,2.0
tname,,1.0
tnt,1.0,1.0
toad,1.0,
toadi,1.0,
toagain,,1.0
toast,2.0,5.0
toaster,2.0,2.0
tobacco,1.0,1.0
toback,1.0,6.0
tobew,,1.0
tobey,,10.0
tobi,,3.0
tobolowski,1.0,1.0
tod,2.0,2.0
today,36.0,71.0
todd,27.0,16.0
toddler,2.0,1.0
todiefor,,1.0
toe,6.0,3.0
toestub,1.0,
toff,1.0,
toffler,,1.0
togeth,153.0,213.0
togheth,1.0,
toil,1.0,3.0
toilet,12.0,8.0
token,16.0,9.0
tokyo,2.0,
tolan,4.0,
told,54.0,83.0
toler,12.0,7.0
tolkien,,2.0
tolkin,1.0,1.0
toll,1.0,7.0
tollbooth,,2.0
toller,3.0,5.0
tom,71.0,106.0
toma,5.0,1.0
tomahawk,,1.0
tomaso,2.0,
tomato,4.0,2.0
tomb,14.0,1.0
tomboy,,1.0
tomboyish,,1.0
tombston,3.0,1.0
tome,,1.0
tomei,4.0,1.0
tomfooleri,1.0,
tomita,2.0,
tomlin,3.0,1.0
tommi,19.0,33.0
tommorow,,1.0
tommorrow,,1.0
tomorrow,3.0,13.0
tomost,1.0,
ton,14.0,9.0
tonal,,1.0
tondo,,1.0
tone,64.0,56.0
toneddown,,4.0
toneless,,1.0
toneperfect,,1.0
tong,4.0,
tongu,9.0,11.0
tongueandcheek,1.0,
tongueincheek,5.0,3.0
tonguelash,1.0,
toni,25.0,55.0
tonight,4.0,2.0
toninho,4.0,
tonino,,1.0
tonit,,1.0
tonya,5.0,
toocheesytobeaccident,1.0,
tooforgiv,1.0,
toogoodtobetru,1.0,
took,58.0,59.0
tool,4.0,15.0
toolbox,2.0,
toon,,1.0
toontown,,2.0
tooobvious,2.0,
toooverthetop,1.0,
toopleas,1.0,
toosi,,1.0
tooth,4.0,1.0
toothi,,1.0
toothless,2.0,
toothpast,,1.0
toothpick,,2.0
tootsi,1.0,1.0
top,95.0,118.0
topbil,2.0,2.0
topdown,,1.0
topflight,,3.0
topform,1.0,1.0
topheavi,1.0,
topiari,,1.0
topic,14.0,14.0
topless,10.0,2.0
toplevel,,1.0
topnotch,4.0,15.0
topo,,1.0
topp,,1.0
toppl,4.0,3.0
toprat,1.0,
topsecret,1.0,2.0
topsel,,1.0
topsyturvey,,1.0
topsyturvi,,1.0
toptobottom,,1.0
toqu,1.0,
torah,,3.0
torch,3.0,5.0
tore,1.0,1.0
tori,,2.0
torkel,1.0,
torment,8.0,8.0
tormentor,,1.0
tormey,,2.0
torn,13.0,18.0
tornado,4.0,9.0
tornadocaus,,1.0
tornator,1.0,
tornup,1.0,
toro,11.0,9.0
toronto,7.0,7.0
torontonian,,1.0
torpedo,5.0,
torr,1.0,
torrenti,2.0,
torri,1.0,1.0
torrid,3.0,1.0
torro,3.0,
torso,1.0,
tortois,1.0,
tortuous,2.0,
tortur,20.0,23.0
