,neg,pos
selfworth,1.0,4.0
selick,1.0,2.0
sell,44.0,35.0
sellar,,1.0
selleck,2.0,1.0
seller,1.0,3.0
sellout,1.0,1.0
seltzer,1.0,
selv,1.0,2.0
semblanc,7.0,4.0
semen,3.0,
semest,2.0,
semi,1.0,2.0
semiaccomplish,1.0,
semiarticul,,1.0
semiautobiograph,1.0,1.0
semiautomat,1.0,
semibrainless,,1.0
semibright,1.0,
semicircl,,1.0
semicloth,1.0,
semidramat,,1.0
semiexcus,1.0,
semigraph,1.0,
semiinterest,1.0,
semiintrigu,1.0,
semilight,,1.0
semilik,1.0,
semimyst,1.0,
seminak,1.0,
seminar,,1.0
seminari,,2.0
seminoir,,1.0
seminud,2.0,
semioffens,1.0,
semioffici,,1.0
semipredict,,1.0
semipromis,1.0,
semiremak,1.0,
semiseri,2.0,
semislum,,1.0
semistal,1.0,
semisubplot,1.0,
semisuccess,,1.0
semitear,,1.0
semiwili,,1.0
semler,3.0,
sena,2.0,1.0
senat,8.0,20.0
send,52.0,49.0
sender,2.0,1.0
sendoff,3.0,1.0
sendup,1.0,2.0
seng,,1.0
senil,3.0,
senior,8.0,12.0
senitment,,1.0
senor,1.0,
sens,178.0,231.0
sensat,3.0,18.0
sensate,,1.0
sensationalist,1.0,
sensei,,1.0
senseless,6.0,3.0
sensibl,6.0,24.0
sensit,12.0,17.0
sensori,,3.0
senstivi,1.0,
sensual,3.0,9.0
sensuous,3.0,1.0
sent,50.0,44.0
sentenc,15.0,20.0
sentient,2.0,1.0
sentiment,29.0,32.0
sentinel,1.0,
separ,25.0,41.0
separatist,,1.0
seper,,4.0
sepiacolor,1.0,
sepiaton,,1.0
septemb,3.0,3.0
septic,1.0,
septien,2.0,
sequel,94.0,78.0
sequelcrazi,1.0,
sequelspinoff,,1.0
sequenc,235.0,254.0
sequenceflashback,1.0,
sequencescor,,1.0
sequencesthey,2.0,
sequest,,1.0
sequitur,,1.0
sequoia,1.0,
sera,,1.0
serafin,3.0,
serb,,1.0
serbedzija,1.0,2.0
seren,1.0,2.0
serena,1.0,
serenad,,2.0
serendip,5.0,7.0
sergeant,7.0,3.0
sergio,1.0,2.0
seri,216.0,185.0
serial,16.0,29.0
serialis,,1.0
serialkil,1.0,
serieswa,1.0,
serina,3.0,
serious,150.0,119.0
seriouslygod,1.0,
seriouslyit,,1.0
serioussound,1.0,
serl,5.0,1.0
serlingish,1.0,
sermon,1.0,3.0
serous,1.0,
serpent,1.0,1.0
serpentin,2.0,
serpico,1.0,3.0
serra,2.0,3.0
serum,,1.0
serv,80.0,79.0
servant,4.0,7.0
servic,23.0,27.0
serviceman,,1.0
servicewear,,1.0
servo,,2.0
sesam,2.0,1.0
session,6.0,26.0
sessu,,1.0
set,277.0,382.0
setback,2.0,3.0
setbound,,1.0
seth,16.0,40.0
sethna,,1.0
seti,,6.0
setonatrain,1.0,
setpiec,5.0,3.0
settingintensifi,,1.0
settl,22.0,26.0
settlement,2.0,4.0
settler,3.0,2.0
setup,35.0,33.0
seuss,1.0,
seven,36.0,67.0
sevenfoot,1.0,
sevennight,,2.0
seventeen,2.0,4.0
seventh,1.0,4.0
seventi,5.0,5.0
seventyf,,1.0
sevenyearold,1.0,
sever,138.0,185.0
severalhundr,1.0,
severalscen,1.0,
sevigni,3.0,4.0
sevill,2.0,1.0
sew,1.0,3.0
sewag,2.0,
sewel,9.0,5.0
sewer,3.0,
sex,181.0,140.0
sexbomb,,1.0
sexcraz,2.0,
sexdriven,,1.0
sexeven,,1.0
sexfil,,1.0
sexfilm,1.0,
sexforpay,1.0,
sexi,28.0,22.0
sexier,2.0,
sexiest,1.0,
sexism,1.0,
sexist,8.0,2.0
sexkitten,1.0,
sexless,1.0,
sexmasturb,,1.0
sexobsess,1.0,
sexpervert,,1.0
sexploit,1.0,
sexpot,1.0,1.0
sexpotr,1.0,
sexscand,,1.0
sexstarv,2.0,
sextet,,1.0
sextett,1.0,
sexton,1.0,4.0
sexual,90.0,86.0
sexuallyfrustr,,1.0
sexuallyrip,1.0,
seymour,1.0,6.0
sez,1.0,
sf,6.0,6.0
sfmovi,,1.0
sfxfest,,1.0
sgt,15.0,8.0
sh,2.0,
shabbi,5.0,3.0
shack,5.0,2.0
shackl,2.0,1.0
shackleton,,11.0
shade,5.0,7.0
shadi,8.0,8.0
shadix,1.0,
shadow,24.0,29.0
shadowi,6.0,9.0
shadowloo,1.0,
shadyac,2.0,
shae,,1.0
shaffer,,2.0
shaft,3.0,21.0
shaftinafrica,,1.0
shaftsbigscor,,1.0
shag,4.0,9.0
shagadel,1.0,2.0
shaggi,1.0,1.0
shagless,,1.0
shagwel,1.0,4.0
shah,,1.0
shaiman,1.0,1.0
shake,13.0,11.0
shakedown,,1.0
shaken,2.0,6.0
shaker,,1.0
shakespear,16.0,51.0
shakespearean,8.0,3.0
shakespeareantrain,,1.0
shakespeareobsess,,1.0
shakesperean,,1.0
shaki,6.0,5.0
shakier,,1.0
shakili,1.0,
shakur,,7.0
shale,3.0,
shalhoub,3.0,9.0
shalhoubbut,1.0,
shall,5.0,26.0
shallow,31.0,33.0
shallowli,,1.0
sham,3.0,6.0
shaman,1.0,
shambl,1.0,1.0
shame,35.0,34.0
shameless,12.0,4.0
shampoolik,,1.0
shana,1.0,
shandl,2.0,5.0
shane,21.0,7.0
shang,,7.0
shanghai,,9.0
shannen,1.0,
shannon,14.0,13.0
shant,2.0,
shanta,,8.0
shanyu,,2.0
shanyus,,1.0
shao,2.0,
shaolin,,4.0
shape,12.0,22.0
shapechang,,1.0
shapeless,2.0,
shapeshift,,2.0
shard,1.0,1.0
share,49.0,83.0
sharif,2.0,
shark,15.0,22.0
sharkinfest,1.0,
sharkskin,1.0,
sharman,,1.0
sharon,20.0,9.0
sharp,14.0,36.0
sharpedg,,1.0
sharpen,1.0,
sharper,1.0,1.0
sharpest,,1.0
sharpey,1.0,
sharpli,1.0,3.0
sharplydrawn,,1.0
sharpster,,1.0
sharpwit,,1.0
shatner,3.0,1.0
shatter,8.0,13.0
shaud,,1.0
shaun,,2.0
shauni,,2.0
shave,4.0,10.0
shavedhead,1.0,
shaw,7.0,24.0
shawn,2.0,4.0
shawshank,2.0,6.0
shay,3.0,1.0
shayn,2.0,
shear,1.0,3.0
shearer,1.0,1.0
shearim,,1.0
shed,10.0,12.0
sheedi,4.0,10.0
sheen,14.0,13.0
sheep,3.0,3.0
sheepish,1.0,1.0
sheeppig,1.0,
sheer,20.0,37.0
sheesh,1.0,
sheet,4.0,4.0
sheeva,1.0,
sheffer,2.0,
sheffield,,2.0
sheik,,3.0
sheikh,,1.0
sheikhi,,2.0
sheila,3.0,3.0
shekhar,,1.0
shel,1.0,
shelbi,1.0,1.0
sheldon,,4.0
shelf,9.0,4.0
shelia,1.0,
shell,15.0,19.0
shelley,4.0,4.0
shelli,4.0,3.0
shellulit,1.0,
shelmickedmu,2.0,
shelmikedmu,3.0,4.0
shelter,,5.0
sheltersatanist,1.0,
shelton,10.0,
shelv,7.0,10.0
shemp,2.0,
shen,4.0,
shenanigan,4.0,1.0
shepard,2.0,8.0
shephard,1.0,
shepherd,1.0,
sherbedgia,1.0,1.0
sherbet,,2.0
sheridan,5.0,2.0
sheriff,17.0,12.0
sherilyn,4.0,
sherlock,2.0,3.0
sherlockian,,1.0
sherman,11.0,1.0
sherri,9.0,10.0
sheryl,2.0,1.0
shes,150.0,148.0
shi,11.0,15.0
shiavelli,,1.0
shield,12.0,8.0
shift,29.0,23.0
shifti,1.0,3.0
shiftless,,1.0
shigeta,,1.0
shih,,1.0
shimmer,,3.0
shindig,,1.0
shindler,,1.0
shine,24.0,50.0
shinhigh,1.0,
shini,6.0,2.0
shinohara,,3.0
ship,86.0,140.0
shipboard,1.0,
shipment,,1.0
shipocean,1.0,
shipwreck,1.0,2.0
shiras,1.0,
shirishama,2.0,
shirk,1.0,
shirley,4.0,1.0
shiro,,1.0
shirt,6.0,12.0
shirtless,1.0,
shit,8.0,7.0
shite,2.0,1.0
shitekickin,,1.0
shithead,1.0,
shitheel,,1.0
shitkick,,1.0
shitterpiec,1.0,
shiva,1.0,
shiver,1.0,2.0
shlock,1.0,
shmaltzi,,1.0
shoah,,1.0
shoal,,1.0
shock,62.0,78.0
shocker,2.0,5.0
shockfactor,,1.0
shocktherapi,1.0,
shockvalu,1.0,
shoddi,6.0,
shoe,9.0,13.0
shoelac,,1.0
shoeless,,3.0
shoestr,1.0,1.0
shogun,,1.0
shohan,,1.0
shon,1.0,
shone,,1.0
shoobedoo,,1.0
shooin,,3.0
shook,1.0,2.0
shoot,85.0,68.0
shootem,1.0,
shootemup,,2.0
shooter,,1.0
shootfirstthenshootsomemor,1.0,
shootout,9.0,9.0
shootup,,1.0
shop,23.0,31.0
shopkeep,3.0,
shoplift,1.0,
shopper,1.0,
shor,,3.0
shore,8.0,12.0
shorelin,,2.0
short,114.0,138.0
shortag,2.0,1.0
shortchang,1.0,
shortcircuit,,1.0
shortcom,6.0,11.0
shortcrop,,1.0
shortcut,,1.0
shorten,3.0,1.0
shorter,4.0,3.0
shortfilm,,1.0
shorthand,,2.0
shorti,3.0,14.0
shortlast,,1.0
shortliv,2.0,1.0
shortonsubst,1.0,
shortsight,1.0,
shortterm,1.0,1.0
shot,182.0,190.0
shota,1.0,
shotforshot,1.0,
shotgun,10.0,5.0
shotsand,,1.0
shou,2.0,
shoud,1.0,
shoudlnt,,1.0
shouldabeennomin,1.0,
shouldand,1.0,
shoulder,20.0,14.0
shoulderlength,,2.0
shouldnt,37.0,23.0
shouldntfor,,1.0
shouldv,4.0,1.0
shout,28.0,24.0
shove,8.0,8.0
shovel,5.0,2.0
show,451.0,530.0
showandtel,1.0,
showbiz,,1.0
showcas,15.0,16.0
showdown,10.0,13.0
shower,18.0,10.0
showgirl,14.0,10.0
showi,,5.0
showiest,1.0,
showmanship,2.0,
shown,36.0,54.0
shownlik,,1.0
showpiec,,2.0
showstop,2.0,4.0
showstopp,,1.0
showtim,2.0,
showunrel,1.0,
showyet,1.0,
shrasta,2.0,
shread,1.0,
shreck,,1.0
shred,8.0,5.0
shrek,,56.0
shrew,1.0,5.0
shrewd,2.0,5.0
shrewish,,1.0
shriek,7.0,3.0
shrift,,2.0
shriker,1.0,
shrill,3.0,1.0
shrimp,2.0,1.0
shrimpscarf,,1.0
shrine,,1.0
shrink,5.0,9.0
shroff,4.0,
shrub,1.0,
shrug,3.0,5.0
shrugoftheshould,1.0,
shrunken,,1.0
shtick,5.0,5.0
shuck,1.0,1.0
shuckinandjivin,1.0,
shudder,3.0,1.0
shudderinduc,1.0,
shue,8.0,9.0
shuffl,2.0,
shui,,1.0
shun,2.0,6.0
shunt,,1.0
shut,16.0,16.0
shutterbug,1.0,
shuttl,6.0,
shwarzenegg,1.0,
shwarzeneggerlik,,1.0
shyamalan,,6.0
shyer,2.0,1.0
siam,4.0,
siames,1.0,
sian,1.0,
siberian,1.0,
sibl,7.0,4.0
sic,1.0,
sick,33.0,27.0
sickandtwist,1.0,
sickboy,,1.0
sicken,7.0,3.0
sicker,1.0,
sid,7.0,13.0
side,100.0,169.0
sidebar,,1.0
sideburn,,1.0
sidebysid,1.0,
sideeffect,2.0,
sidekick,24.0,22.0
sidekicksidekick,,1.0
sidelin,1.0,2.0
sideplot,,1.0
sidequel,1.0,
sideshow,2.0,1.0
sidesplit,1.0,6.0
sidestep,1.0,1.0
sideswip,1.0,
sidetrack,2.0,3.0
sidewalk,1.0,2.0
sidewind,1.0,
sidious,1.0,1.0
sidney,13.0,26.0
sieber,1.0,
sieg,8.0,7.0
siegel,1.0,2.0
siegfri,1.0,
sierra,,1.0
siff,1.0,
sigel,,3.0
sigh,5.0,4.0
sighinduc,1.0,
sight,53.0,71.0
sightgag,1.0,
sightless,,2.0
sightse,,1.0
sigmoid,1.0,
sigmund,,1.0
sign,70.0,44.0
signal,7.0,16.0
signatur,3.0,4.0
signfic,,1.0
signifc,,1.0
signifi,7.0,3.0
signific,38.0,34.0
signup,,1.0
sigourney,5.0,10.0
sikh,,3.0
sil,2.0,3.0
silberg,,1.0
silberl,,2.0
silenc,16.0,8.0
silent,30.0,40.0
silhouet,,1.0
silhouett,1.0,1.0
silicon,3.0,1.0
silk,3.0,1.0
silki,1.0,1.0
silkwood,,1.0
silla,1.0,
silli,72.0,41.0
silliest,3.0,
sillylook,2.0,
sillysound,1.0,
silva,,2.0
silver,13.0,17.0
silverado,2.0,
silverback,,1.0
silveri,,1.0
silverman,9.0,
silverstein,2.0,
silverston,12.0,
silverwar,3.0,1.0
silvi,2.0,
silvio,1.0,2.0
sim,3.0,8.0
simcha,3.0,
simian,2.0,2.0
similar,57.0,107.0
similarlyf,1.0,
similarlystructur,,1.0
similarlythem,2.0,
simm,,1.0
simmer,2.0,
simmon,14.0,
simmrin,,1.0
simon,42.0,61.0
simpatico,1.0,
simper,2.0,
simpith,,1.0
simpl,67.0,123.0
simplemind,1.0,1.0
simpler,2.0,3.0
simpleton,1.0,1.0
simpli,153.0,156.0
simplic,2.0,10.0
simplifi,2.0,1.0
simplist,10.0,8.0
simpson,4.0,13.0
simul,8.0,4.0
simultan,7.0,17.0
sin,17.0,17.0
sinatra,,1.0
sincer,7.0,26.0
sinch,,1.0
sinclair,8.0,1.0
sindel,2.0,
sinead,1.0,
sinewi,,1.0
sing,42.0,61.0
singabl,,1.0
singalong,,1.0
singapor,1.0,2.0
singer,23.0,53.0
singerguitar,,1.0
singerlov,,1.0
singh,,3.0
singin,1.0,1.0
singl,79.0,76.0
singledigit,1.0,
singleelimin,1.0,
singlehand,1.0,5.0
singlemind,2.0,1.0
singleminded,1.0,1.0
singleton,,6.0
singsand,,1.0
singsong,,2.0
singular,5.0,6.0
sinis,18.0,7.0
sinist,10.0,19.0
sinistersound,1.0,
sink,22.0,28.0
sinker,,1.0
sinner,1.0,2.0
sinuous,,1.0
sinyor,2.0,
sioux,1.0,1.0
siouxsi,2.0,
sip,1.0,1.0
sipe,1.0,
siphon,,1.0
sir,13.0,19.0
sire,1.0,1.0
siren,3.0,6.0
sirti,1.0,
sisco,,4.0
siskel,4.0,4.0
siskelebert,1.0,
sissi,2.0,2.0
sister,44.0,73.0
sisterhood,2.0,
sisterinlaw,,4.0
sit,97.0,75.0
sitat,,1.0
sitcom,31.0,15.0
sitcomairi,1.0,
sitcombr,1.0,
sitcomish,1.0,
sitcomlevel,1.0,
sitcomstyl,1.0,
site,15.0,20.0
sith,,2.0
sito,1.0,1.0
sitter,1.0,2.0
sittingduck,,1.0
situat,105.0,123.0
situationsinto,1.0,
siunin,,1.0
sivero,1.0,
six,38.0,51.0
sixastronaut,1.0,
sixday,,2.0
sixfoot,,1.0
sixhundredyearsold,1.0,
sixmillion,1.0,
sixmonth,,1.0
sixpack,,1.0
sixpackwield,1.0,
sixstori,1.0,
sixstr,,1.0
sixteen,2.0,5.0
sixteenth,2.0,1.0
sixth,11.0,16.0
sixthgrad,1.0,
sixti,10.0,6.0
sixtyish,,1.0
sixyear,5.0,
sizabl,1.0,1.0
size,20.0,16.0
sizeabl,2.0,1.0
sizemor,3.0,3.0
sizzl,,2.0
sk,,1.0
skaarsgard,,1.0
skanki,1.0,
skaro,,1.0
skarsg,5.0,3.0
skarsgard,1.0,7.0
skate,2.0,4.0
skateboard,8.0,2.0
skateboardrel,1.0,
skater,3.0,
skecth,,1.0
sked,1.0,
skeet,6.0,1.0
skeeter,1.0,
skeksi,,2.0
skelet,3.0,1.0
skeleton,3.0,3.0
skellington,,1.0
skelton,1.0,
skeptic,3.0,13.0
skerrit,,1.0
skerritt,,3.0
sketch,14.0,9.0
sketchbook,,1.0
sketchcomedi,1.0,
sketchi,3.0,3.0
sketchili,1.0,1.0
skew,3.0,3.0
skewer,3.0,3.0
skg,1.0,2.0
ski,6.0,1.0
skid,,2.0
skidoo,1.0,
skil,,1.0
skilful,,1.0
skill,46.0,52.0
skillthus,1.0,
skim,,1.0
skimp,2.0,1.0
skimpi,7.0,
skin,30.0,20.0
skindiv,1.0,
skinhead,1.0,15.0
skinner,3.0,
skinni,4.0,3.0
skinnier,1.0,
skinnydip,1.0,
skintight,2.0,2.0
skip,27.0,10.0
skipp,1.0,
skipper,2.0,2.0
skirmish,2.0,1.0
skirt,3.0,3.0
skit,9.0,6.0
skitlength,1.0,
skitshow,1.0,
skitter,1.0,
skitteri,1.0,
skogland,1.0,
skulduggeri,1.0,
skulk,1.0,
skull,20.0,3.0
skullfac,,1.0
skunk,,1.0
sky,19.0,36.0
skye,3.0,1.0
skyjack,1.0,
skylar,,2.0
skyler,,1.0
skylin,,2.0
skyrocket,4.0,1.0
skyscrap,2.0,4.0
skywalk,5.0,14.0
skyway,,1.0
sl,,1.0
slab,1.0,1.0
slack,2.0,2.0
slacker,9.0,4.0
slackerhood,,1.0
slackjaw,1.0,
slain,5.0,1.0
slake,1.0,
slam,13.0,5.0
slambang,2.0,
slamdunk,1.0,2.0
slang,4.0,7.0
slant,,1.0
slap,11.0,9.0
slaparound,1.0,
slappedtogeth,1.0,
slapstick,26.0,29.0
slapstickfu,,1.0
slash,6.0,1.0
slasher,38.0,12.0
slate,3.0,2.0
slater,9.0,2.0
slaterjohnni,1.0,
slather,2.0,
slatteri,,2.0
slaughter,11.0,12.0
slaughterhous,2.0,
slave,21.0,38.0
slavehood,,1.0
slaveown,,1.0
slaver,,3.0
slaveri,8.0,15.0
slavessteerag,,1.0
slavetalk,1.0,
slavomir,,1.0
slawomir,,1.0
slay,2.0,3.0
slayer,3.0,1.0
sleaz,4.0,2.0
sleazefest,,1.0
sleazepin,1.0,
sleazi,16.0,15.0
sled,,1.0
sledgehamm,3.0,3.0
sleek,1.0,4.0
sleep,42.0,21.0
sleeper,4.0,7.0
sleepercult,,1.0
sleepi,12.0,4.0
sleepless,6.0,3.0
sleepwalk,8.0,1.0
sleev,4.0,6.0
sleez,,1.0
sleezebag,,1.0
sleigh,,1.0
sleightofhand,1.0,
slender,,1.0
slept,4.0,4.0
sleuth,2.0,
slew,10.0,
sli,13.0,13.0
slice,10.0,4.0
sliceanddic,,1.0
slicedoff,1.0,
sliceoflif,,1.0
slick,8.0,20.0
slicker,7.0,2.0
slickster,1.0,
slide,6.0,21.0
slider,1.0,
slight,57.0,77.0
slightest,14.0,7.0
slightlyneurot,1.0,
slim,2.0,14.0
slime,3.0,2.0
slimebal,,1.0
slimey,,1.0
slimi,9.0,8.0
sling,,5.0
slink,2.0,
slinki,3.0,3.0
slip,10.0,29.0
slipperi,1.0,1.0
slipperysmooth,,1.0
slipup,2.0,1.0
slither,4.0,
sliver,1.0,
slo,3.0,1.0
slob,4.0,1.0
slobber,2.0,1.0
slobbi,,1.0
slog,2.0,1.0
slogan,4.0,2.0
slomo,4.0,
slooooow,1.0,
slop,3.0,1.0
slope,,2.0
sloppi,27.0,6.0
sloppiest,1.0,
sloppili,2.0,
slosh,1.0,1.0
slot,3.0,1.0
sloth,,2.0
slouch,,1.0
sloven,,1.0
slow,68.0,74.0
slowdanc,,1.0
slower,3.0,3.0
slowest,,2.0
slowgo,1.0,
slowli,29.0,63.0
slowmo,1.0,1.0
slowmot,6.0,5.0
slowmov,3.0,2.0
slowpac,1.0,1.0
slowstart,,1.0
slowwit,,1.0
sludg,2.0,
slug,5.0,1.0
slugfest,1.0,
sluggish,5.0,4.0
sluizer,1.0,1.0
slum,3.0,3.0
slumber,2.0,2.0
slump,2.0,3.0
slung,1.0,
slunk,1.0,
slur,,3.0
slurp,1.0,
slurpi,1.0,
slurri,1.0,
slushe,1.0,
slut,7.0,1.0
slutti,3.0,1.0
sluttier,1.0,
sluttish,1.0,
slyli,1.0,1.0
slys,1.0,
sm,4.0,1.0
smack,10.0,3.0
small,111.0,188.0
smallbudget,,1.0
smaller,6.0,16.0
smallest,1.0,5.0
smalley,,3.0
smallish,,2.0
smallscal,1.0,1.0
smallscreen,1.0,1.0
smalltim,2.0,6.0
smalltobigscreen,1.0,
smalltown,8.0,2.0
smari,,1.0
smarmi,5.0,2.0
smart,54.0,83.0
smartalec,,1.0
smartass,1.0,1.0
smarter,5.0,5.0
smarterthanyoud,1.0,
smartest,,2.0
smartlyscript,,1.0
smartmouth,2.0,2.0
smash,14.0,14.0
smashedup,,1.0
smatter,2.0,
smear,6.0,3.0
smell,9.0,8.0
smelli,3.0,
smidgeon,1.0,
smile,32.0,46.0
smiley,,1.0
smilla,,1.0
smirk,8.0,7.0
smirkiest,,1.0
smirkregardless,1.0,
smit,2.0,
smith,85.0,90.0
smithe,5.0,
smithereen,1.0,
smitten,1.0,7.0
smocki,,1.0
smog,,1.0
smoggi,1.0,
smoke,34.0,23.0
smokejump,2.0,
smoker,3.0,
smokey,,1.0
smolder,,1.0
smooch,1.0,
smooth,6.0,25.0
smoother,1.0,
smorgasbord,1.0,1.0
smother,2.0,1.0
smug,3.0,5.0
smuggl,5.0,12.0
smuggler,1.0,3.0
smuglook,1.0,
smurf,1.0,
smut,1.0,
smutti,1.0,
snack,1.0,
snag,1.0,2.0
snail,8.0,
snake,38.0,3.0
snakeey,1.0,
snakegait,1.0,
snakeoil,1.0,
snap,8.0,13.0
snapbrim,1.0,
snappi,2.0,4.0
snapshot,1.0,3.0
snare,1.0,
snarf,2.0,
snarki,1.0,
snarl,,1.0
snatch,2.0,10.0
snatcher,4.0,2.0
snatchthepaycheckandrun,1.0,
snazzi,1.0,1.0
sneak,15.0,17.0
sneaker,3.0,1.0
sneaki,2.0,
sneakin,1.0,
sneakout,1.0,
sneakysmart,1.0,
sneer,8.0,3.0
sneez,1.0,1.0
snicker,2.0,4.0
snickerworthi,,1.0
snide,2.0,
snider,1.0,
snidley,1.0,
sniff,6.0,
snigger,1.0,
snip,,1.0
snipe,24.0,3.0
sniper,6.0,3.0
snipess,1.0,
snippet,3.0,1.0
snitch,1.0,
snive,3.0,
snivel,2.0,1.0
snl,1.0,2.0
snlrelat,,1.0
snls,,1.0
snob,2.0,6.0
snobberi,1.0,2.0
snobbi,,1.0
snobbish,2.0,4.0
snodgress,,1.0
snook,1.0,
snoop,3.0,2.0
snoopi,,1.0
snooti,2.0,
snooz,1.0,
snoozer,1.0,
snore,2.0,
snork,1.0,
snorkel,1.0,
snorkl,1.0,
snort,2.0,3.0
snot,2.0,1.0
snotti,,1.0
snow,7.0,18.0
snowbal,1.0,4.0
snowbel,,2.0
snowbound,1.0,1.0
snowcap,,1.0
snowcov,1.0,4.0
snowdad,1.0,
snowencrust,,1.0
snowfal,2.0,1.0
snowglob,,1.0
snowi,,3.0
snowman,9.0,
snowshovel,,2.0
snowstorm,2.0,1.0
snub,,8.0
snuf,3.0,
snuff,21.0,9.0
snug,,1.0
snuggl,1.0,1.0
snyder,1.0,
soak,5.0,5.0
soap,25.0,11.0
soapopera,,1.0
soar,4.0,7.0
sob,1.0,6.0
sobchak,,1.0
sobel,1.0,
sober,4.0,4.0
sobieski,5.0,1.0
sobieskiwatch,1.0,
sobol,,1.0
sobrieti,,1.0
sobright,,1.0
soc,,1.0
socal,15.0,6.0
soccer,3.0,2.0
social,25.0,62.0
socialist,1.0,1.0
socialit,2.0,3.0
sociallyaccept,,1.0
sociallyculturallypoliticallyglob,,1.0
societ,,3.0
societi,41.0,74.0
sociolog,4.0,4.0
sociologist,,1.0
sociopath,3.0,1.0
sock,2.0,5.0
socket,3.0,
sod,1.0,
soda,5.0,1.0
soderbergh,2.0,10.0
soderburgh,,1.0
sodium,1.0,
sodom,,1.0
sodomi,1.0,
soeur,1.0,
sofa,1.0,
sofia,1.0,
soft,12.0,19.0
softboil,1.0,
softcor,1.0,
soften,1.0,4.0
softey,,1.0
softfocus,,1.0
softheart,1.0,
softi,2.0,
softlyton,,1.0
softped,1.0,
softspoken,3.0,4.0
softtoss,1.0,
softwar,2.0,3.0
sogenericandpredictableitsbeyondridicul,1.0,
soggi,2.0,3.0
soho,,1.0
soil,3.0,7.0
soilwhich,,1.0
sojourn,,1.0
sol,,1.0
solac,2.0,3.0
solar,2.0,3.0
solari,,2.0
sold,5.0,13.0
solder,,1.0
soldier,45.0,61.0
soldini,,3.0
sole,46.0,25.0
solemn,2.0,4.0
solicit,,1.0
solid,35.0,81.0
solidar,,2.0
solidifi,,3.0
soliloqui,1.0,
soliloquy,1.0,2.0
solitari,3.0,6.0
solitud,1.0,2.0
solmen,1.0,
solo,3.0,7.0
soloflight,,1.0
solomon,1.0,2.0
solon,,1.0
solondz,1.0,
solut,10.0,11.0
solv,17.0,21.0
solvabl,1.0,
solvent,1.0,
somalia,,1.0
somber,3.0,5.0
somebodi,22.0,8.0
someday,4.0,5.0
somehow,71.0,70.0
somenot,1.0,
someon,157.0,117.0
someoneels,1.0,
someonesinthehous,1.0,
someonesouttogetm,1.0,
someplac,2.0,1.0
somerset,2.0,9.0
somet,1.0,
someth,361.0,358.0
somethin,1.0,
sometim,65.0,133.0
sometimesblar,,1.0
sometimesfunni,1.0,
sometimesodi,,1.0
sometimestedi,,1.0
sometimesunderst,,1.0
someway,,1.0
somewhat,42.0,85.0
somewhatchildish,,1.0
somewher,60.0,36.0
sommeli,,1.0
sommer,3.0,2.0
sommerset,,4.0
son,108.0,123.0
sona,2.0,6.0
sonam,,1.0
sonar,,1.0
sonatin,1.0,
song,63.0,124.0
songandd,,1.0
songcatch,,3.0
songwrit,1.0,4.0
soni,4.0,1.0
sonic,1.0,
soninlaw,,3.0
sonja,1.0,
sonnenberg,1.0,
sonnenfeld,10.0,3.0
sonnenfield,,1.0
sonni,10.0,19.0
sonorra,,1.0
sonya,4.0,
sonyloew,,1.0
sookyin,1.0,
soon,126.0,151.0
sooner,6.0,4.0
soong,,1.0
soontek,,4.0
soontob,2.0,1.0
soontobecomebeleagu,1.0,
soontobecommit,1.0,
soontobedivorc,,1.0
soontobenotori,1.0,
sooo,1.0,
soooo,,1.0
sooooo,,1.0
sooth,2.0,5.0
soothsay,1.0,
sooti,,1.0
sophi,7.0,3.0
sophist,14.0,24.0
sophomor,6.0,5.0
soppi,2.0,2.0
sopranalik,,1.0
soprano,2.0,2.0
soran,,1.0
sorcer,8.0,1.0
sorceri,3.0,1.0
sorceror,2.0,
sorcha,,1.0
sorderbergh,1.0,
sordid,6.0,2.0
sore,12.0,7.0
sorna,1.0,2.0
soror,4.0,
sorri,33.0,14.0
sorrier,1.0,
sorrow,2.0,6.0
sort,125.0,107.0
sorta,4.0,4.0
sortaredux,,1.0
sortof,,2.0
sorvino,21.0,13.0
soso,6.0,2.0
sother,,1.0
soto,1.0,
sotomejor,1.0,
souffl,1.0,
sought,,3.0
soughtaft,,1.0
souk,1.0,
soul,34.0,48.0
soulbar,,1.0
sould,1.0,
soulless,4.0,3.0
soultransf,1.0,
sound,148.0,149.0
soundalik,1.0,
soundbit,1.0,1.0
soundmix,2.0,
soundstag,,2.0
soundtrack,45.0,65.0
soundtrackan,,1.0
soundtruck,,1.0
soundwer,,1.0
soup,6.0,6.0
soupedup,2.0,
soupi,,1.0
sour,12.0,5.0
sourabaya,1.0,
sourc,16.0,34.0
souroldmatriarchfromhel,,1.0
sourpuss,1.0,
south,15.0,27.0
southampton,,1.0
southern,9.0,18.0
southerndrawl,,1.0
southforev,,1.0
southport,,1.0
southward,,1.0
southwest,4.0,
souvenir,1.0,1.0
souza,3.0,
sovereign,,1.0
soviet,,11.0
sow,,1.0
sox,,1.0
soylent,1.0,
soze,,5.0
spa,,1.0
space,99.0,102.0
spacebal,1.0,2.0
spacecraft,7.0,7.0
spacek,2.0,1.0
spaceport,,2.0
spaceship,10.0,10.0
spacesuit,1.0,
spacewalk,1.0,
spacey,3.0,29.0
spacious,,3.0
spade,6.0,5.0
spader,15.0,2.0
spadowski,,1.0
spaghetti,2.0,
spaghettistrap,1.0,
spain,2.0,9.0
spall,,4.0
